date,trade-volume,trade-value,transaction,taiex,change
2015-04-09,5487812296,100860943480,940893,9568.04,-3.93
2015-04-10,4888368216,92668765540,869673,9617.7,49.66
2015-04-13,4689419992,86796279970,836307,9666.52,48.82
2015-04-14,5377952198,94828954001,860303,9642.22,-24.3
2015-04-15,5776807536,114465047447,1021714,9540.06,-102.16
2015-04-16,5454887647,104637603001,951717,9656.87,116.81
2015-04-17,5148406223,99134368657,891062,9570.93,-85.94
2015-04-20,4912281564,91460781461,835649,9552.85,-18.08
2015-04-21,5173309030,94463486011,861574,9533.98,-18.87
2015-04-22,5740755642,104685071765,879319,9613.0,79.02
2015-04-23,7896791432,144526139494,1237028,9797.49,184.49
2015-04-24,7901237149,168637243750,1309641,9913.28,115.79
2015-04-27,6949305336,132148192125,1129116,9973.12,59.84
2015-04-28,6429869782,118166427631,1060989,9956.83,-16.29
2015-04-29,6257225514,114996622976,1063477,9853.83,-103.0
2015-04-30,5308551928,113354129018,998945,9820.05,-33.78
2015-05-04,5334499660,99034716478,869764,9845.04,24.99
2015-05-05,5211353324,91994839945,860619,9820.13,-24.91
2015-05-06,5746814596,97732148575,946704,9818.2,-1.93
2015-05-07,5892695684,95421536820,902452,9704.11,-114.09
2015-05-08,4908798351,84710933655,811827,9692.0,-12.11
2015-05-11,5667335113,96227341183,940750,9663.72,-28.28
2015-05-12,5224330646,89236771933,897301,9680.73,17.01
2015-05-13,5616365961,96418633941,888731,9724.11,43.38
2015-05-14,5719427936,99001312038,954625,9610.83,-113.28
2015-05-15,4901351828,84261005908,821524,9579.48,-31.35
2015-05-18,5186520947,93428094923,879330,9606.1,26.62
2015-05-19,6558000448,108489411438,991830,9716.77,110.67
2015-05-20,6006601853,98669954428,963295,9685.31,-31.46
2015-05-21,5495831940,96794500127,943980,9578.56,-106.75
2015-05-22,5692444036,99773167463,914718,9638.8,60.24
2015-05-25,4733534167,76977513260,728082,9645.17,6.37
2015-05-26,5040137033,79860039334,779123,9669.41,24.24
2015-05-27,5959614716,102139702372,918397,9693.54,24.13
2015-05-28,6343828755,115389625857,997356,9712.84,19.3
2015-05-29,6496284596,143729623318,963830,9701.07,-11.77
2015-06-01,5117913510,92338114844,884015,9625.69,-75.38
2015-06-02,5518704631,100319471275,965965,9614.26,-11.43
2015-06-03,5909994969,102244725077,1016594,9556.52,-57.74
2015-06-04,7512610330,137606014655,1279214,9348.63,-207.89
2015-06-05,6120810367,111662467776,1074049,9340.13,-8.5
2015-06-08,5366753133,96140487119,960292,9368.43,28.3
2015-06-09,6363723560,108865553316,1117500,9191.87,-176.56
2015-06-10,5573210136,98950673518,936154,9298.5,106.63
2015-06-11,5385056243,98794030354,931735,9302.49,3.99
2015-06-12,4438188761,83259876137,791580,9301.93,-0.56
2015-06-15,4136644400,75184213836,745661,9259.48,-42.45
2015-06-16,4506250142,80556119024,787309,9212.78,-46.7
2015-06-17,5035577907,92742972434,977210,9189.83,-22.95
2015-06-18,4579457951,82883259282,816047,9218.37,28.54
2015-06-22,4879223517,90752557215,849903,9341.77,123.4
2015-06-23,5460133078,100681054383,915523,9391.14,49.37
2015-06-24,4657385690,79465282353,771485,9397.31,6.17
2015-06-25,5302137304,103241406305,899982,9476.34,79.03
2015-06-26,4405168765,84629026683,769950,9462.57,-13.77
2015-06-29,4934402131,94229683869,871714,9236.1,-226.47
2015-06-30,4683208727,92660601731,793566,9323.02,86.92
2015-07-01,4656513308,86625727410,771544,9375.23,52.21
2015-07-02,4797356915,86101576336,803459,9379.24,4.01
2015-07-03,4646006972,84384479782,783502,9358.23,-21.01
2015-07-06,4427633609,83557373786,748474,9255.96,-102.27
2015-07-07,4996360947,92490349611,810409,9250.16,-5.8
2015-07-08,7466454956,143386860241,1239207,8976.11,-274.05
2015-07-09,7077500568,130306291418,1157623,8914.13,-61.98
2015-07-13,5739250369,104063379252,945636,9033.92,119.79
2015-07-14,5790554239,100731747658,946131,9041.76,7.84
2015-07-15,4863624738,83369057246,801346,9054.2,12.44
2015-07-16,4748227285,77919815376,763606,9042.21,-11.99
2015-07-17,4319096945,76606304177,727288,9045.98,3.77
2015-07-20,4855463932,82628553869,776982,8975.0,-70.98
2015-07-21,4799326733,72773223246,720477,9005.96,30.96
2015-07-22,4619017684,79605149530,745992,8918.7,-87.26
2015-07-23,5768014528,104461835793,911648,8791.12,-127.58
2015-07-24,4406134242,77718045263,710949,8767.86,-23.26
2015-07-27,5521284502,97489008502,938933,8556.68,-211.18
2015-07-28,5775877736,100156861420,1021345,8582.49,25.81
2015-07-29,5454927450,90000973887,854871,8563.48,-19.01
2015-07-30,5572493165,88591366983,838782,8651.49,88.01
2015-07-31,4714909313,86947729829,800885,8665.34,13.85
2015-08-03,4456854578,79017714667,781107,8524.41,-140.93
2015-08-04,5903371379,100988680642,943638,8510.86,-13.55
2015-08-05,4970382345,86831688174,806529,8542.27,31.41
2015-08-06,5123559195,90865964422,840442,8449.56,-92.71
2015-08-07,4117657825,76154494431,721090,8442.29,-7.27
2015-08-10,4768399796,79158877438,752707,8466.84,24.55
2015-08-11,5618074296,100393801935,962902,8394.14,-72.7
2015-08-12,5511020287,96732344851,921150,8283.38,-110.76
2015-08-13,5227215110,89030027535,859599,8311.74,28.36
2015-08-14,4284159349,73899398219,734286,8305.64,-6.1
2015-08-17,4005646949,70276113818,695278,8213.42,-92.22
2015-08-18,4431352875,75622516534,794186,8177.22,-36.2
2015-08-19,5729045452,101869618054,1091982,8021.84,-155.38
2015-08-20,4817633589,88588003665,900529,8029.81,7.97
2015-08-21,5463799629,103663450512,1058347,7786.92,-242.89
2015-08-24,7568799118,146088004437,1406377,7410.34,-376.58
2015-08-25,6329377004,123696981936,1210843,7675.64,265.3
2015-08-26,5671328509,110092989128,1021079,7715.59,39.95
2015-08-27,5626661703,110139768012,1069050,7824.55,108.96
2015-08-28,5324229177,105351695260,1010936,8019.18,194.63
2015-08-31,4883034485,101646679198,897409,8174.92,155.74
2015-09-01,4641178087,85331377955,901539,8017.56,-157.36
2015-09-02,4825522820,91334186416,900998,8035.29,17.73
2015-09-03,4990186150,87162613218,906304,8095.95,60.66
2015-09-04,4737411847,83033560438,888022,8000.6,-95.35
2015-09-07,3680391776,69047248371,665248,7986.56,-14.04
2015-09-08,3699914682,66815955024,699651,8001.5,14.94
2015-09-09,6099425931,118865028556,1117981,8286.92,285.42
2015-09-10,4568406013,85925955995,888951,8268.68,-18.24
2015-09-11,3965525525,80661662098,828781,8305.82,37.14
2015-09-14,3831432962,76665394494,795341,8307.29,1.47
2015-09-15,3542239088,69267351199,710588,8259.99,-47.3
2015-09-16,4025188269,81336790391,802408,8333.29,73.3
2015-09-17,4910655218,98955865099,975328,8445.5,112.21
2015-09-18,4556547939,95275540660,881237,8462.14,16.64
2015-09-21,3775388802,77788729820,803164,8307.04,-155.1
2015-09-22,3812436934,70438769031,775108,8365.92,58.88
2015-09-23,4206525556,81119488767,871498,8193.42,-172.5
2015-09-24,4252300158,82663718107,854228,8123.1,-70.32
2015-09-25,3660074136,71549305434,724474,8132.35,9.25
2015-09-30,4385018103,105682643390,879655,8181.24,48.89
2015-10-01,4752303138,89611697132,875636,8295.94,114.7
2015-10-02,3917344204,74287125285,762408,8305.03,9.09
2015-10-05,4196667047,84283464981,828895,8352.36,47.33
2015-10-06,5035678132,101097370504,957159,8394.1,41.74
2015-10-07,4977767973,94105068660,893516,8495.23,101.13
2015-10-08,4582747519,97523954545,906154,8445.96,-49.27
2015-10-12,4663975109,103100547719,913455,8573.72,127.76
2015-10-13,4628841592,90133649490,848687,8567.92,-5.8
2015-10-14,4661254793,87825777816,827572,8522.51,-45.41
2015-10-15,4925269611,95189085194,887683,8601.52,79.01
2015-10-16,4770761783,96718322538,867143,8604.95,3.43
2015-10-19,4169249554,81231937425,805771,8631.5,26.55
2015-10-20,4402455182,82685139723,856000,8653.6,22.1
2015-10-21,4797422125,89680272701,922283,8609.23,-44.37
2015-10-22,4318482367,76316202974,788947,8608.46,-0.77
2015-10-23,4431880673,94003940710,898285,8673.81,65.35
2015-10-26,4041409314,85222244907,819121,8745.36,71.55
2015-10-27,4557627263,89139346989,853344,8701.32,-44.04
2015-10-28,4351137856,80512582901,819726,8665.99,-35.33
2015-10-29,4608149414,86080268757,889259,8571.08,-94.91
2015-10-30,4366502709,87141268483,852471,8554.31,-16.77
2015-11-02,3978030515,78762668909,775607,8614.77,60.46
2015-11-03,5032940672,97609778724,928557,8713.19,98.42
2015-11-04,6321826073,128435818337,1148918,8857.02,143.83
2015-11-05,5688577616,107031788473,949724,8850.18,-6.84
2015-11-06,5328087934,114276245495,970731,8693.57,-156.61
2015-11-09,4800751695,95644596303,869204,8642.48,-51.09
2015-11-10,4486788135,86548568189,835616,8536.9,-105.58
2015-11-11,4958427166,97993815359,915699,8415.01,-121.89
2015-11-12,4524702431,83027582041,802587,8428.09,13.08
2015-11-13,3995281198,78154881346,772447,8329.5,-98.59
2015-11-16,4162988137,81544445196,853851,8295.4,-34.1
2015-11-17,4701111814,86433373152,862301,8419.42,124.02
2015-11-18,4434536103,83774632454,891632,8340.47,-78.95
2015-11-19,4519431326,85959724638,870337,8477.2,136.73
2015-11-20,3802180382,76312892966,776646,8465.45,-11.75
2015-11-23,3526392145,70610380103,735894,8485.73,20.28
2015-11-24,4230827606,81692011876,817570,8400.14,-85.59
2015-11-25,4080689769,76411488242,812777,8386.13,-14.01
2015-11-26,4189963481,80124274162,824013,8484.9,98.77
2015-11-27,3541567974,66741696339,708801,8398.4,-86.5
2015-11-30,5703618610,137072781549,1004081,8320.61,-77.79
2015-12-01,4472591068,91597727444,915287,8463.3,142.69
2015-12-02,4638307839,90849304176,931784,8457.4,-5.9
2015-12-03,4456284258,81879390003,878865,8456.06,-1.34
2015-12-04,4023683559,82371605416,865863,8398.6,-57.46
2015-12-07,4093597146,89104532996,823210,8454.27,55.67
2015-12-08,4374180471,87422974979,931973,8343.86,-110.41
2015-12-09,4660580997,90537712075,935042,8229.62,-114.24
2015-12-10,4578151926,89201902075,901791,8216.17,-13.45
2015-12-11,4394623776,89006527464,906046,8115.89,-100.28
2015-12-14,3945349964,76003661375,803296,8040.16,-75.73
2015-12-15,3902011854,74441654422,784379,8073.35,33.19
2015-12-16,4592907964,89590060978,865608,8184.66,111.31
2015-12-17,5006589120,92440420348,923092,8319.67,135.01
2015-12-18,4300834791,84513449675,793505,8257.32,-62.35
2015-12-21,4648276722,78362770442,820957,8282.17,24.85
2015-12-22,4392405268,77226381496,781532,8292.74,10.57
2015-12-23,4533440802,74614133395,808935,8315.7,22.96
2015-12-24,3875484683,61578257711,701722,8324.36,8.66
2015-12-25,2699121219,40256202300,502166,8363.28,38.92
2015-12-28,2661228984,51018569838,550988,8358.49,-4.79
2015-12-29,2947257936,52840284814,577635,8293.91,-64.58
2015-12-30,3048259878,53537173492,584673,8279.99,-13.92
2015-12-31,2499013694,48209622555,494056,8338.06,58.07
2016-01-04,3828317506,77036676791,823702,8114.26,-223.8
2016-01-05,4174711678,80349248930,835646,8075.11,-39.15
2016-01-06,4862380750,99143623931,944604,7990.39,-84.72
2016-01-07,5920713736,117577039714,1151598,7852.06,-138.33
2016-01-08,4534181205,92853774729,859799,7893.97,41.91
2016-01-11,4324346686,85321943005,864273,7788.42,-105.55
2016-01-12,4774778088,86552474918,878969,7768.45,-19.97
2016-01-13,4191855350,76588652185,785161,7824.61,56.16
2016-01-14,4276900082,81779081768,843642,7742.88,-81.73
2016-01-15,4228452132,90430983043,834866,7762.01,19.13
2016-01-18,4556531786,81693572616,899532,7811.18,49.17
2016-01-19,4401843015,74328444326,777581,7854.88,43.7
2016-01-20,4995793415,89909264962,934145,7699.12,-155.76
2016-01-21,4228018052,73757813283,766878,7664.01,-35.11
2016-01-22,3770515717,69411719214,735234,7756.18,92.17
2016-01-25,3916387295,69661237574,721242,7894.15,137.97
2016-01-26,3725690246,62349440613,663929,7828.67,-65.48
2016-01-27,3921538073,70341506723,704137,7849.83,21.16
2016-01-28,4225736859,79651114076,757225,7905.1,55.27
2016-01-29,5887199015,113463518980,991000,8080.6,175.5
2016-01-30,4060926553,62496769696,667653,8145.21,64.61
2016-02-01,4146109539,84881639979,810788,8156.96,11.75
2016-02-02,3578769995,73811790035,762146,8131.24,-25.72
2016-02-03,3340620656,78552943082,756916,8063.0,-68.24
2016-02-15,3701233391,89049265308,835099,8066.51,3.51
2016-02-16,4888935526,92274426133,895472,8212.07,145.56
2016-02-17,4533522300,84973308024,877108,8214.25,2.18
2016-02-18,4700434888,96306906424,908282,8314.67,100.42
2016-02-19,3786260216,76763583732,796911,8325.04,10.37
2016-02-22,4117476850,76666061454,788522,8326.68,1.64
2016-02-23,4282835270,79158782479,834103,8334.64,7.96
2016-02-24,4172001674,72921321301,818928,8282.86,-51.78
2016-02-25,4825333703,85369873858,893624,8365.86,83.0
2016-02-26,4192508108,84825115511,814436,8411.16,45.3
2016-03-01,4344172230,93076019508,914162,8485.69,74.53
2016-03-02,5383933146,101503867237,1022407,8544.05,58.36
2016-03-03,5585659656,101457411076,1058220,8611.79,67.74
2016-03-04,4963184767,95177431173,1002782,8643.55,31.76
2016-03-07,4985069930,97317441753,1044138,8659.55,16.0
2016-03-08,5752490488,107338379721,1118305,8664.31,4.76
2016-03-09,4873667413,87722074364,924681,8634.11,-30.2
2016-03-10,4847234890,86979509559,912645,8660.7,26.59
2016-03-11,4696453516,89618730648,932516,8706.14,45.44
2016-03-14,4958111936,100745050581,1001609,8747.9,41.76
2016-03-15,5749788495,116596382075,1152022,8611.18,-136.72
2016-03-16,4940468348,95303426426,931278,8699.14,87.96
2016-03-17,5640225790,110428671229,1069422,8734.54,35.4
2016-03-18,5058056953,118470664453,980140,8810.71,76.17
2016-03-21,4189171268,83602377454,828164,8812.7,1.99
2016-03-22,4537521519,87909107741,896141,8785.68,-27.02
2016-03-23,4146764067,83001864735,841520,8766.09,-19.59
2016-03-24,4332890552,81028032418,828433,8743.38,-22.71
2016-03-25,3480063136,66971897265,668084,8704.97,-38.41
2016-03-28,3632554168,69405830918,707968,8690.45,-14.52
2016-03-29,4336733399,80354222855,863621,8617.35,-73.1
2016-03-30,4449258360,89188136871,850273,8737.04,119.69
2016-03-31,4483580039,96143315403,841211,8744.83,7.79
2016-04-01,3512441617,74436466179,734759,8657.55,-87.28
2016-04-06,4263805995,99649801435,948232,8513.3,-144.25
2016-04-07,4325190072,85012242354,837480,8490.25,-23.05
2016-04-08,4047158746,78914261945,783411,8541.5,51.25
2016-04-11,3619493831,68897768432,705570,8562.59,21.09
2016-04-12,4271104168,83753452252,844879,8531.18,-31.41
2016-04-13,4800753162,92382932263,855055,8652.08,120.9
2016-04-14,4320339298,82203414897,787098,8667.71,15.63
2016-04-15,3728792198,79717512268,755854,8700.39,32.68
2016-04-18,3363499191,65051346748,665225,8666.01,-34.38
2016-04-19,4134113610,81358438759,767518,8633.72,-32.29
2016-04-20,4810411902,96785720810,966647,8514.48,-119.24
2016-04-21,3914269493,75973585587,760525,8568.65,54.17
2016-04-22,3830670213,79070599556,792676,8535.75,-32.9
2016-04-25,2931595283,56182234555,562358,8560.28,24.53
2016-04-26,3346481055,62262529206,620548,8581.57,21.29
2016-04-27,3487759816,68796176444,632097,8563.05,-18.52
2016-04-28,3924535612,75136632590,717887,8473.87,-89.18
2016-04-29,3580008782,79542764433,724482,8377.9,-95.97
2016-05-03,3754668499,79541801189,728436,8294.12,-83.78
2016-05-04,4149875379,82399462988,816079,8185.47,-108.65
2016-05-05,3977941297,74975723000,745369,8167.96,-17.51
2016-05-06,3953679305,84384286020,771662,8146.43,-21.53
2016-05-09,3710952585,75447508377,708642,8131.83,-14.6
2016-05-10,3741082502,70928843216,694280,8156.29,24.46
2016-05-11,4047480787,80431862471,775750,8135.56,-20.73
2016-05-12,3556435361,68548502596,669426,8108.05,-27.51
2016-05-13,4225037084,89924012838,909771,8053.69,-54.36
2016-05-16,3236743232,64686301497,667038,8067.6,13.91
2016-05-17,3604249794,66672653501,700842,8140.48,72.88
2016-05-18,3491764921,65383955852,701281,8159.68,19.2
2016-05-19,3094933678,60422574449,644954,8095.98,-63.7
2016-05-20,2850865571,58263286174,568897,8131.26,35.28
2016-05-23,4649021224,90554982570,842513,8344.44,213.18
2016-05-24,3555561356,64637921213,675116,8300.66,-43.78
2016-05-25,4049980878,80459911960,783978,8396.2,95.54
2016-05-26,3564495997,65478914576,674618,8394.12,-2.08
2016-05-27,3409655231,68626136475,675938,8463.61,69.49
2016-05-30,3779180371,78124791178,726736,8535.87,72.26
2016-05-31,4925321959,115600250014,794488,8535.59,-0.28
2016-06-01,4102121560,77190940287,782698,8597.16,61.57
2016-06-02,4421236994,82188998656,791451,8556.02,-41.14
2016-06-03,3420623169,64809532971,663124,8587.36,31.34
2016-06-04,1895068731,30206861435,331442,8591.57,4.21
2016-06-06,3053231196,61971449857,577384,8597.11,5.54
2016-06-07,3984243487,85050278728,777187,8679.9,82.79
2016-06-08,3682670146,85786188266,806517,8715.48,35.58
2016-06-13,3574312269,83588012270,757737,8536.22,-179.26
2016-06-14,3125064758,63850727683,643488,8576.12,39.9
2016-06-15,3593085428,72856146856,690191,8606.37,30.25
2016-06-16,3709135528,72824942425,697042,8494.14,-112.23
2016-06-17,3484588797,73109254592,681269,8568.08,73.94
2016-06-20,3001039154,61725407566,637099,8625.92,57.84
2016-06-21,3377528665,70549583295,684126,8684.85,58.93
2016-06-22,3557068248,72954740054,698182,8716.25,31.4
2016-06-23,3111999285,60884859229,605289,8676.68,-39.57
2016-06-24,5791547248,123821946928,1096022,8476.99,-199.69
2016-06-27,3268493657,64019527635,608355,8458.87,-18.12
2016-06-28,3822915741,73716722894,697522,8505.51,46.64
2016-06-29,4531025055,83049487440,798618,8586.56,81.05
2016-06-30,4831561362,95446248784,854736,8666.58,80.02
2016-07-01,4252995062,87367201283,814458,8738.24,71.66
2016-07-04,3642526001,71901682699,692220,8760.58,22.34
2016-07-05,3474978856,63985820013,655418,8716.07,-44.51
2016-07-06,4209879163,79293353851,800325,8575.75,-140.32
2016-07-07,3349857488,63917075018,646627,8640.91,65.16
2016-07-11,4669541115,99362933862,871964,8786.47,145.56
2016-07-12,4699030781,98294776994,871943,8841.46,54.99
2016-07-13,4850884392,98433193150,929113,8857.75,16.29
2016-07-14,4422952583,84659240045,841778,8866.36,8.61
2016-07-15,4874982524,102656765913,976658,8949.85,83.49
2016-07-18,4564796901,93473193654,867491,9008.21,58.36
2016-07-19,4774586439,96280319405,922333,9034.87,26.66
2016-07-20,4447845917,94869577884,913431,9007.68,-27.19
2016-07-21,5201516603,100647508743,1007995,9056.56,48.88
2016-07-22,4242274452,82046171596,840093,9013.14,-43.42
2016-07-25,4007179190,77600049546,777080,8991.67,-21.47
2016-07-26,3925613098,76442857722,726303,9024.79,33.12
2016-07-27,4970935255,96440644211,856895,9063.39,38.6
2016-07-28,4766003386,88750752651,842748,9076.64,13.25
2016-07-29,3852627640,79791349789,717081,8984.41,-92.23
2016-08-01,3871706261,78804102182,765901,9080.71,96.3
2016-08-02,3884166772,74010051370,737921,9068.76,-11.95
2016-08-03,3834059543,70771446177,732463,9001.71,-67.05
2016-08-04,3829779330,74418273151,713559,9024.71,23.0
2016-08-05,4226749494,84243393706,791540,9092.12,67.41
2016-08-08,4083690279,83400282896,751688,9150.26,58.14
2016-08-09,4066821718,79859408846,799032,9155.08,4.82
2016-08-10,4225760731,80598942348,792698,9200.42,45.34
2016-08-11,4760190883,93559858446,880676,9131.83,-68.59
2016-08-12,4015197342,88441767577,825333,9150.39,18.56
2016-08-15,4100081258,79893213002,760158,9148.51,-1.88
2016-08-16,4451022067,84870784913,797042,9110.36,-38.15
2016-08-17,3978438268,81245429214,839612,9117.7,7.34
2016-08-18,4015535468,79316393081,753628,9122.5,4.8
2016-08-19,4388582310,83781157067,808295,9034.27,-88.23
2016-08-22,3885584470,69450728803,727963,8981.81,-52.46
2016-08-23,3836367256,66902162224,655444,9030.93,49.12
2016-08-24,3518670453,61538427352,668789,9017.38,-13.55
2016-08-25,4269679972,78658927216,775060,9115.47,98.09
2016-08-26,3595701488,65815985228,687227,9131.72,16.25
2016-08-29,3794844122,67625369701,714824,9110.17,-21.55
2016-08-30,3756596422,69582701507,726447,9110.56,0.39
2016-08-31,4267889536,87048793580,806189,9068.85,-41.71
2016-09-01,4053283316,80568510876,783833,9001.15,-67.7
2016-09-02,4303473486,79935908743,813990,8987.55,-13.6
2016-09-05,3605627823,64015544012,632790,9090.13,102.58
2016-09-06,4111738487,76499163461,744781,9181.85,91.72
2016-09-07,4782818269,93062897809,842050,9259.07,77.22
2016-09-08,3981132399,77969939336,752880,9262.89,3.82
2016-09-09,3555480447,67475789905,670494,9164.88,-98.01
2016-09-10,2966690082,48599834344,521418,9053.69,-111.19
2016-09-12,3634678303,76385472484,698520,8947.06,-106.63
2016-09-13,3839352136,78995501732,751687,8940.83,-6.23
2016-09-14,3287147362,85671454406,669518,8902.3,-38.53
2016-09-19,4055905456,100130719200,773231,9152.88,250.58
2016-09-20,3637156449,69490591428,665784,9161.58,8.7
2016-09-21,3855290963,74108548817,742404,9228.5,66.92
2016-09-22,3664350552,71438274973,707555,9235.26,6.76
2016-09-23,3223134406,65359211753,673280,9284.62,49.36
2016-09-26,2625293453,55727556974,544364,9194.52,-90.1
2016-09-29,3723139479,89971697637,799500,9270.9,76.38
2016-09-30,3426034697,74600632574,690048,9166.85,-104.05
2016-10-03,3002161742,55597456402,571417,9234.2,67.35
2016-10-04,3066078644,62014403325,661773,9287.77,53.57
2016-10-05,3002597984,60936666203,615998,9272.28,-15.49
2016-10-06,3137942343,63331394814,633418,9284.31,12.03
2016-10-07,2981282506,63235529397,653647,9265.81,-18.5
2016-10-11,4127460101,89690544555,874057,9219.82,-45.99
2016-10-12,3407399739,66304575010,649095,9252.6,32.78
2016-10-13,3342252755,75218324164,714011,9219.17,-33.43
2016-10-14,3222233294,67985163367,656200,9165.17,-54.0
2016-10-17,3082126225,61546873092,598424,9176.22,11.05
2016-10-18,3058813019,64138110361,593138,9222.58,46.36
2016-10-19,3429784279,73889069126,710457,9283.99,61.41
2016-10-20,3523381006,65312097572,694444,9317.24,33.25
2016-10-21,3773891183,76007429901,674656,9306.57,-10.67
2016-10-24,3043948395,57857039710,590798,9322.5,15.93
2016-10-25,3568506720,65726460665,652687,9385.65,63.15
2016-10-26,3200802159,61344471335,605696,9362.25,-23.4
2016-10-27,3436938226,67880845278,664166,9299.55,-62.7
2016-10-28,3124888852,64114045071,603958,9306.92,7.37
2016-10-31,2933043294,59927008062,571396,9290.12,-16.8
2016-11-01,2497659272,49384447728,517806,9272.7,-17.42
2016-11-02,3184164932,64249958155,676018,9139.04,-133.66
2016-11-03,3204101005,67542159332,673612,9067.27,-71.77
2016-11-04,2739339593,53149641659,564001,9068.15,0.88
2016-11-07,2835069903,56453320323,552280,9189.84,121.69
2016-11-08,3072696401,57810135608,596840,9217.43,27.59
2016-11-09,6044384705,119746734223,1140553,8943.2,-274.23
2016-11-10,4506916209,89574137020,818741,9152.18,208.98
2016-11-11,5065759555,114082554617,1048563,8957.76,-194.42
2016-11-14,4637858338,98452839687,903406,8940.4,-17.36
2016-11-15,4100692578,80380985347,824147,8931.03,-9.37
2016-11-16,3914412181,78312045650,786422,8962.22,31.19
2016-11-17,3579224996,64481024051,704226,8995.26,33.04
2016-11-18,3746952412,70078736166,785524,9008.79,13.53
2016-11-21,3751486947,62875145368,739598,9041.11,32.32
2016-11-22,4636095156,81661771425,882450,9133.39,92.28
2016-11-23,4276380428,75384902802,834062,9178.23,44.84
2016-11-24,4041910493,65397719688,733502,9152.11,-26.12
2016-11-25,3665470614,58802328691,686881,9159.07,6.96
2016-11-28,4250435547,72592036106,773036,9222.24,63.17
2016-11-29,4314651140,75711056979,783283,9192.38,-29.86
2016-11-30,4869513418,107648845252,843347,9240.71,48.33
2016-12-01,4136060659,75155573040,833131,9263.53,22.82
2016-12-02,3786805782,76297964684,780668,9189.49,-74.04
2016-12-05,3391496476,63592584448,693698,9160.66,-28.83
2016-12-06,3667576986,71426220272,737772,9250.77,90.11
2016-12-07,3636815416,66724838662,707178,9263.89,13.12
2016-12-08,4549781790,91034926934,910895,9375.86,111.97
2016-12-09,3964574188,78068803613,782282,9392.68,16.82
2016-12-12,4035825377,74175683178,777262,9349.94,-42.74
2016-12-13,3812248527,70197974184,766143,9382.14,32.2
2016-12-14,3434019334,67479724522,719840,9368.52,-13.62
2016-12-15,3836100069,71903813748,732953,9360.35,-8.17
2016-12-16,3675553844,80406391525,740350,9326.78,-33.57
2016-12-19,3156197159,58090807688,631988,9239.32,-87.46
2016-12-20,3372611446,60343314153,630408,9242.41,3.09
2016-12-21,3195514727,59331527595,598839,9204.26,-38.15
2016-12-22,3277666436,58285930512,628518,9118.75,-85.51
2016-12-23,2935828030,53371654474,583205,9078.64,-40.11
2016-12-26,2047647847,32303039201,389028,9110.54,31.9
2016-12-27,2082870472,33728533280,399921,9109.27,-1.27
2016-12-28,2801681236,47787720809,503232,9201.4,92.13
2016-12-29,2703276096,52765537345,509429,9153.09,-48.31
2016-12-30,2740107596,57440768952,567025,9253.5,100.41
2017-01-03,2490220049,46113898863,502365,9272.88,19.38
2017-01-04,2902225383,57298745336,617387,9286.96,14.08
2017-01-05,3925580780,77570633083,759123,9358.14,71.18
2017-01-06,3607840930,70913380389,722508,9372.22,14.08
2017-01-09,3551476599,64708958882,684113,9342.42,-29.8
2017-01-10,3289324247,60598143249,637034,9349.64,7.22
2017-01-11,3680625074,73941460978,744387,9345.74,-3.9
2017-01-12,3771167251,77843540798,770008,9410.18,64.44
2017-01-13,3293064718,72909568901,649509,9378.83,-31.35
2017-01-16,3066709541,58354654137,611380,9292.33,-86.5
2017-01-17,3052796892,58879214644,607637,9354.53,62.2
2017-01-18,3744987831,77677598664,793392,9341.97,-12.56
2017-01-19,3614825738,81677909780,769639,9318.12,-23.85
2017-01-20,3098080735,72733394069,663036,9331.46,13.34
2017-01-23,3219340160,78442540687,700799,9424.05,92.59
2017-01-24,3362191880,90355629176,776056,9447.95,23.9
2017-02-02,5119534614,147930853630,1131546,9428.97,-18.98
2017-02-03,5068371711,102335722986,1056855,9455.56,26.59
2017-02-06,5510906552,102352501152,1076125,9538.01,82.45
2017-02-07,4932873379,95709593373,988506,9554.56,16.55
2017-02-08,5300856389,110729308207,1082850,9543.25,-11.31
2017-02-09,5264593609,106237084984,1038404,9590.18,46.93
2017-02-10,6240806015,136811826048,1209286,9665.59,75.41
2017-02-13,5255562269,101177702355,1023598,9710.32,44.73
2017-02-14,5531133656,113724121218,1072534,9718.78,8.46
2017-02-15,5748794719,117918064389,1165369,9799.76,80.98
2017-02-16,5167818860,108303272962,1033581,9771.25,-28.51
2017-02-17,4358105024,95178870089,916682,9759.76,-11.49
2017-02-18,3411356161,61980819056,664672,9779.92,20.16
2017-02-20,4750607829,97817579999,996037,9753.2,-26.72
2017-02-21,4604650193,90064360265,935626,9763.93,10.73
2017-02-22,4853832134,101274785349,975734,9778.78,14.85
2017-02-23,4655622523,101065671309,966823,9769.31,-9.47
2017-02-24,4221089121,92653105234,887717,9750.47,-18.84
2017-03-01,4352913007,99915928382,981872,9674.78,-75.69
2017-03-02,4761241087,104159903203,989848,9691.8,17.02
2017-03-03,4165254128,85467058840,891917,9648.21,-43.59
2017-03-06,3722553150,68845014663,769593,9682.63,34.42
2017-03-07,3874251922,71771505561,771173,9738.07,55.44
2017-03-08,4196044437,82579673298,857665,9753.45,15.38
2017-03-09,4805336100,90358029649,982043,9658.61,-94.84
2017-03-10,4616512391,89769254472,961607,9627.89,-30.72
2017-03-13,4101677979,82907786529,843499,9697.34,69.45
